austen	persuasion	persuasion by jane austen ( 1818 ) contents chapter i . chapter ii . chapter iii . chapter iv . chapter v. chapter vi . chapter vii . chapter viii . chapter ix . chapter x . chapter xi . chapter xii . chapter xiii . chapter xiv . chapter xv . chapter xvi . chapter xvii . chapter xviii . chapter xix . chapter xx . chapter xxi . chapter xxii . chapter xxiii . chapter xxiv .
austen	persuasion	chapter i . sir walter elliot , of kellynch hall , in somersetshire , was a man who , for his own amusement , never took up any book but the baronetage ; there he found occupation for an idle hour , and consolation in a distressed one ; there his faculties were roused into admiration and respect , by contemplating the limited remnant of the earliest patents ; there any unwelcome sensations , arising from domestic affairs changed naturally into pity and contempt as he turned over the almost endless creations of the last century ; and there , if every other leaf were powerless , he could read his own history with an interest which never failed . this was the page at which the favourite volume always opened :
austen	persuasion	“ elliot of kellynch hall . “ walter elliot , born march 1 , 1760 , married , july 15 , 1784 , elizabeth , daughter of james stevenson , esq . of south park , in the county of gloucester , by which lady ( who died 1800 ) he has issue elizabeth , born june 1 , 1785 ; anne , born august 9 , 1787 ; a still-born son , november 5 , 1789 ; mary , born november 20 , 1791 . ”
austen	persuasion	precisely such had the paragraph originally stood from the printer ’ s hands ; but sir walter had improved it by adding , for the information of himself and his family , these words , after the date of mary ’ s birth— “ married , december 16 , 1810 , charles , son and heir of charles musgrove , esq . of uppercross , in the county of somerset , ” and by inserting most accurately the day of the month on which he had lost his wife .
austen	persuasion	then followed the history and rise of the ancient and respectable family , in the usual terms ; how it had been first settled in cheshire ; how mentioned in dugdale , serving the office of high sheriff , representing a borough in three successive parliaments , exertions of loyalty , and dignity of baronet , in the first year of charles ii , with all the marys and elizabeths they had married ; forming altogether two handsome duodecimo pages , and concluding with the arms and motto : — “ principal seat , kellynch hall , in the county of somerset , ” and sir walter ’ s handwriting again in this finale : —
austen	persuasion	“ heir presumptive , william walter elliot , esq. , great grandson of the second sir walter. ” vanity was the beginning and the end of sir walter elliot ’ s character ; vanity of person and of situation . he had been remarkably handsome in his youth ; and , at fifty-four , was still a very fine man . few women could think more of their personal appearance than he did , nor could the valet of any new made lord be more delighted with the place he held in society . he considered the blessing of beauty as inferior only to the blessing of a baronetcy ; and the sir walter elliot , who united these gifts , was the constant object of his warmest respect and devotion .
austen	persuasion	his good looks and his rank had one fair claim on his attachment ; since to them he must have owed a wife of very superior character to any thing deserved by his own . lady elliot had been an excellent woman , sensible and amiable ; whose judgement and conduct , if they might be pardoned the youthful infatuation which made her lady elliot , had never required indulgence afterwards.—she had humoured , or softened , or concealed his failings , and promoted his real respectability for seventeen years ; and though not the very happiest being in the world herself , had found enough in her duties , her friends , and her children , to attach her to life , and make it no matter of indifference to her when she was called on to quit them.—three girls , the two eldest sixteen and fourteen , was an awful legacy for a mother to bequeath , an awful charge rather , to confide to the authority and guidance of a conceited , silly father . she had , however , one very intimate friend , a sensible , deserving woman , who had been brought , by strong attachment to herself , to settle close by her , in the village of kellynch ; and on her kindness and advice , lady elliot mainly relied for the best help and maintenance of the good principles and instruction which she had been anxiously giving her daughters .
austen	persuasion	this friend , and sir walter , did not marry , whatever might have been anticipated on that head by their acquaintance . thirteen years had passed away since lady elliot ’ s death , and they were still near neighbours and intimate friends , and one remained a widower , the other a widow .
austen	persuasion	that lady russell , of steady age and character , and extremely well provided for , should have no thought of a second marriage , needs no apology to the public , which is rather apt to be unreasonably discontented when a woman _does_ marry again , than when she does _not ; _ but sir walter ’ s continuing in singleness requires explanation . be it known then , that sir walter , like a good father , ( having met with one or two private disappointments in very unreasonable applications ) , prided himself on remaining single for his dear daughters ’ sake . for one daughter , his eldest , he would really have given up any thing , which he had not been very much tempted to do . elizabeth had succeeded , at sixteen , to all that was possible , of her mother ’ s rights and consequence ; and being very handsome , and very like himself , her influence had always been great , and they had gone on together most happily . his two other children were of very inferior value . mary had acquired a little artificial importance , by becoming mrs charles musgrove ; but anne , with an elegance of mind and sweetness of character , which must have placed her high with any people of real understanding , was nobody with either father or sister ; her word had no weight , her convenience was always to give way—she was only anne .
austen	persuasion	to lady russell , indeed , she was a most dear and highly valued god-daughter , favourite , and friend . lady russell loved them all ; but it was only in anne that she could fancy the mother to revive again .
austen	persuasion	a few years before , anne elliot had been a very pretty girl , but her bloom had vanished early ; and as even in its height , her father had found little to admire in her , ( so totally different were her delicate features and mild dark eyes from his own ) , there could be nothing in them , now that she was faded and thin , to excite his esteem . he had never indulged much hope , he had now none , of ever reading her name in any other page of his favourite work . all equality of alliance must rest with elizabeth , for mary had merely connected herself with an old country family of respectability and large fortune , and had therefore _given_ all the honour and received none : elizabeth would , one day or other , marry suitably .
austen	persuasion	it sometimes happens that a woman is handsomer at twenty-nine than she was ten years before ; and , generally speaking , if there has been neither ill health nor anxiety , it is a time of life at which scarcely any charm is lost . it was so with elizabeth , still the same handsome miss elliot that she had begun to be thirteen years ago , and sir walter might be excused , therefore , in forgetting her age , or , at least , be deemed only half a fool , for thinking himself and elizabeth as blooming as ever , amidst the wreck of the good looks of everybody else ; for he could plainly see how old all the rest of his family and acquaintance were growing . anne haggard , mary coarse , every face in the neighbourhood worsting , and the rapid increase of the crow ’ s foot about lady russell ’ s temples had long been a distress to him .
austen	persuasion	elizabeth did not quite equal her father in personal contentment . thirteen years had seen her mistress of kellynch hall , presiding and directing with a self-possession and decision which could never have given the idea of her being younger than she was . for thirteen years had she been doing the honours , and laying down the domestic law at home , and leading the way to the chaise and four , and walking immediately after lady russell out of all the drawing-rooms and dining-rooms in the country . thirteen winters ’ revolving frosts had seen her opening every ball of credit which a scanty neighbourhood afforded , and thirteen springs shewn their blossoms , as she travelled up to london with her father , for a few weeks ’ annual enjoyment of the great world . she had the remembrance of all this , she had the consciousness of being nine-and-twenty to give her some regrets and some apprehensions ; she was fully satisfied of being still quite as handsome as ever , but she felt her approach to the years of danger , and would have rejoiced to be certain of being properly solicited by baronet-blood within the next twelvemonth or two . then might she again take up the book of books with as much enjoyment as in her early youth , but now she liked it not . always to be presented with the date of her own birth and see no marriage follow but that of a youngest sister , made the book an evil ; and more than once , when her father had left it open on the table near her , had she closed it , with averted eyes , and pushed it away .
austen	persuasion	she had had a disappointment , moreover , which that book , and especially the history of her own family , must ever present the remembrance of . the heir presumptive , the very william walter elliot , esq. , whose rights had been so generously supported by her father , had disappointed her .
austen	persuasion	she had , while a very young girl , as soon as she had known him to be , in the event of her having no brother , the future baronet , meant to marry him , and her father had always meant that she should . he had not been known to them as a boy ; but soon after lady elliot ’ s death , sir walter had sought the acquaintance , and though his overtures had not been met with any warmth , he had persevered in seeking it , making allowance for the modest drawing-back of youth ; and , in one of their spring excursions to london , when elizabeth was in her first bloom , mr elliot had been forced into the introduction .
